|dates|Randall_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Randall_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Randall_Texas_UnitedStates.Male_Total_Population.data|Randall_Texas_UnitedStates.Male_Total_Population.missing|Randall_Texas_UnitedStates.Female_Total_Population.data|Randall_Texas_UnitedStates.Female_Total_Population.missing|Randall_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Randall_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|20536.0|0|67024.0|0|69247.0|0|32501.0|0
