|dates|Hart_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hart_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hart_Georgia_UnitedStates.Male_Total_Population.data|Hart_Georgia_UnitedStates.Male_Total_Population.missing|Hart_Georgia_UnitedStates.Female_Total_Population.data|Hart_Georgia_UnitedStates.Female_Total_Population.missing|Hart_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Hart_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5639.0|0|12929.0|0|13170.0|0|5471.0|0
