|dates|Carbon_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Carbon_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Carbon_Montana_UnitedStates.Male_Total_Population.data|Carbon_Montana_UnitedStates.Male_Total_Population.missing|Carbon_Montana_UnitedStates.Female_Total_Population.data|Carbon_Montana_UnitedStates.Female_Total_Population.missing|Carbon_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|Carbon_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2762.0|0|5419.0|0|5295.0|0|1869.0|0
