|dates|Iredell_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Iredell_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Iredell_NorthCarolina_UnitedStates.Male_Total_Population.data|Iredell_NorthCarolina_UnitedStates.Male_Total_Population.missing|Iredell_NorthCarolina_UnitedStates.Female_Total_Population.data|Iredell_NorthCarolina_UnitedStates.Female_Total_Population.missing|Iredell_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Iredell_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|28303.0|0|87826.0|0|90609.0|0|41060.0|0
