|dates|Pacific_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pacific_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pacific_Washington_UnitedStates.Male_Total_Population.data|Pacific_Washington_UnitedStates.Male_Total_Population.missing|Pacific_Washington_UnitedStates.Female_Total_Population.data|Pacific_Washington_UnitedStates.Female_Total_Population.missing|Pacific_Washington_UnitedStates.MaleAndFemale_Under18_Population.data|Pacific_Washington_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6763.0|0|11003.0|0|11033.0|0|3512.0|0
