|dates|Maverick_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Maverick_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Maverick_Texas_UnitedStates.Male_Total_Population.data|Maverick_Texas_UnitedStates.Male_Total_Population.missing|Maverick_Texas_UnitedStates.Female_Total_Population.data|Maverick_Texas_UnitedStates.Female_Total_Population.missing|Maverick_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Maverick_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6916.0|0|29178.0|0|29307.0|0|18246.0|0
