|dates|LakeandPeninsula_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|LakeandPeninsula_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|LakeandPeninsula_Alaska_UnitedStates.Male_Total_Population.data|LakeandPeninsula_Alaska_UnitedStates.Male_Total_Population.missing|LakeandPeninsula_Alaska_UnitedStates.Female_Total_Population.data|LakeandPeninsula_Alaska_UnitedStates.Female_Total_Population.missing|LakeandPeninsula_Alaska_UnitedStates.MaleAndFemale_Under18_Population.data|LakeandPeninsula_Alaska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|162.0|0|813.0|0|774.0|0|453.0|0
