|dates|Woodford_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Woodford_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Woodford_Kentucky_UnitedStates.Male_Total_Population.data|Woodford_Kentucky_UnitedStates.Male_Total_Population.missing|Woodford_Kentucky_UnitedStates.Female_Total_Population.data|Woodford_Kentucky_UnitedStates.Female_Total_Population.missing|Woodford_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Woodford_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4988.0|0|12773.0|0|13760.0|0|5848.0|0
