|dates|Hardin_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hardin_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hardin_Illinois_UnitedStates.Male_Total_Population.data|Hardin_Illinois_UnitedStates.Male_Total_Population.missing|Hardin_Illinois_UnitedStates.Female_Total_Population.data|Hardin_Illinois_UnitedStates.Female_Total_Population.missing|Hardin_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Hardin_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1005.0|0|1984.0|0|1926.0|0|710.0|0
