|dates|Washington_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Washington_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Washington_Oklahoma_UnitedStates.Male_Total_Population.data|Washington_Oklahoma_UnitedStates.Male_Total_Population.missing|Washington_Oklahoma_UnitedStates.Female_Total_Population.data|Washington_Oklahoma_UnitedStates.Female_Total_Population.missing|Washington_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Washington_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10099.0|0|25268.0|0|26575.0|0|12408.0|0
