|dates|Clarendon_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clarendon_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clarendon_SouthCarolina_UnitedStates.Male_Total_Population.data|Clarendon_SouthCarolina_UnitedStates.Male_Total_Population.missing|Clarendon_SouthCarolina_UnitedStates.Female_Total_Population.data|Clarendon_SouthCarolina_UnitedStates.Female_Total_Population.missing|Clarendon_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Clarendon_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7914.0|0|16548.0|0|17152.0|0|6479.0|0
