|dates|Livingston_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Livingston_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Livingston_Michigan_UnitedStates.Male_Total_Population.data|Livingston_Michigan_UnitedStates.Male_Total_Population.missing|Livingston_Michigan_UnitedStates.Female_Total_Population.data|Livingston_Michigan_UnitedStates.Female_Total_Population.missing|Livingston_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Livingston_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|32920.0|0|95837.0|0|95387.0|0|40616.0|0
