|dates|McCracken_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|McCracken_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|McCracken_Kentucky_UnitedStates.Male_Total_Population.data|McCracken_Kentucky_UnitedStates.Male_Total_Population.missing|McCracken_Kentucky_UnitedStates.Female_Total_Population.data|McCracken_Kentucky_UnitedStates.Female_Total_Population.missing|McCracken_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|McCracken_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12940.0|0|31393.0|0|33953.0|0|14650.0|0
