|dates|OutofSD_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|OutofSD_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|OutofSD_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|OutofSD_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|OutofSD_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|OutofSD_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|OutofSD_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|OutofSD_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|0.0|0|0.0|100|0.0|0|0.0|100
