|dates|Lake_Tennessee_UnitedStates.BLS_EmployedPopulation.data|Lake_Tennessee_UnitedStates.BLS_EmployedPopulation.missing|Lake_Tennessee_UnitedStates.BLS_UnemployedPopulation.data|Lake_Tennessee_UnitedStates.BLS_UnemployedPopulation.missing|Lake_Tennessee_UnitedStates.BLS_UnemploymentRate.data|Lake_Tennessee_UnitedStates.BLS_UnemploymentRate.missing|Lake_Tennessee_UnitedStates.BLS_LaborForcePopulation.data|Lake_Tennessee_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|1562.0|0|105.0|0|6.29874025194961|0|1667.0|0
