|dates|VanBuren_Tennessee_UnitedStates.BLS_EmployedPopulation.data|VanBuren_Tennessee_UnitedStates.BLS_EmployedPopulation.missing|VanBuren_Tennessee_UnitedStates.BLS_UnemployedPopulation.data|VanBuren_Tennessee_UnitedStates.BLS_UnemployedPopulation.missing|VanBuren_Tennessee_UnitedStates.BLS_UnemploymentRate.data|VanBuren_Tennessee_UnitedStates.BLS_UnemploymentRate.missing|VanBuren_Tennessee_UnitedStates.BLS_LaborForcePopulation.data|VanBuren_Tennessee_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|1930.0|0|107.0|0|5.2528227785959745|0|2037.0|0
