|dates|Lander_Nevada_UnitedStates.BLS_EmployedPopulation.data|Lander_Nevada_UnitedStates.BLS_EmployedPopulation.missing|Lander_Nevada_UnitedStates.BLS_UnemployedPopulation.data|Lander_Nevada_UnitedStates.BLS_UnemployedPopulation.missing|Lander_Nevada_UnitedStates.BLS_UnemploymentRate.data|Lander_Nevada_UnitedStates.BLS_UnemploymentRate.missing|Lander_Nevada_UnitedStates.BLS_LaborForcePopulation.data|Lander_Nevada_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|3153.0|0|128.5|0|3.915892122504952|0|3281.5|0
0|2020-01-02|3153.0|0|128.5|0|3.915892122504952|0|3281.5|0
0|2020-01-03|3153.0|0|128.5|0|3.915892122504952|0|3281.5|0
0|2020-01-04|3153.0|0|128.5|0|3.915892122504952|0|3281.5|0
0|2020-01-05|3153.0|0|128.5|0|3.915892122504952|0|3281.5|0
0|2020-01-06|3153.0|0|128.5|0|3.915892122504952|0|3281.5|0
0|2020-01-07|3153.0|0|128.5|0|3.915892122504952|0|3281.5|0
0|2020-01-08|3153.0|0|128.5|0|3.915892122504952|0|3281.5|0
0|2020-01-09|3153.0|0|128.5|0|3.915892122504952|0|3281.5|0
0|2020-01-10|3153.0|0|128.5|0|3.915892122504952|0|3281.5|0
0|2020-01-11|3153.0|0|128.5|0|3.915892122504952|0|3281.5|0
0|2020-01-12|3153.0|0|128.5|0|3.915892122504952|0|3281.5|0
0|2020-01-13|3153.0|0|128.5|0|3.915892122504952|0|3281.5|0
0|2020-01-14|3153.0|0|128.5|0|3.915892122504952|0|3281.5|0
0|2020-01-15|3153.0|0|128.5|0|3.915892122504952|0|3281.5|0
0|2020-01-16|3153.0|0|128.5|0|3.915892122504952|0|3281.5|0
0|2020-01-17|3153.0|0|128.5|0|3.915892122504952|0|3281.5|0
0|2020-01-18|3153.0|0|128.5|0|3.915892122504952|0|3281.5|0
0|2020-01-19|3153.0|0|128.5|0|3.915892122504952|0|3281.5|0
0|2020-01-20|3153.0|0|128.5|0|3.915892122504952|0|3281.5|0
0|2020-01-21|3153.0|0|128.5|0|3.915892122504952|0|3281.5|0
0|2020-01-22|3153.0|0|128.5|0|3.915892122504952|0|3281.5|0
0|2020-01-23|3153.0|0|128.5|0|3.915892122504952|0|3281.5|0
0|2020-01-24|3153.0|0|128.5|0|3.915892122504952|0|3281.5|0
0|2020-01-25|3153.0|0|128.5|0|3.915892122504952|0|3281.5|0
0|2020-01-26|3153.0|0|128.5|0|3.915892122504952|0|3281.5|0
0|2020-01-27|3153.0|0|128.5|0|3.915892122504952|0|3281.5|0
0|2020-01-28|3153.0|0|128.5|0|3.915892122504952|0|3281.5|0
0|2020-01-29|3153.0|0|128.5|0|3.915892122504952|0|3281.5|0
0|2020-01-30|3153.0|0|128.5|0|3.915892122504952|0|3281.5|0
0|2020-01-31|3153.0|0|128.5|0|3.915892122504952|0|3281.5|0
0|2020-02-01|3161.0|0|118.0|0|3.5986581274778895|0|3279.0|0
0|2020-02-02|3161.0|0|118.0|0|3.5986581274778895|0|3279.0|0
0|2020-02-03|3161.0|0|118.0|0|3.5986581274778895|0|3279.0|0
0|2020-02-04|3161.0|0|118.0|0|3.5986581274778895|0|3279.0|0
0|2020-02-05|3161.0|0|118.0|0|3.5986581274778895|0|3279.0|0
0|2020-02-06|3161.0|0|118.0|0|3.5986581274778895|0|3279.0|0
0|2020-02-07|3161.0|0|118.0|0|3.5986581274778895|0|3279.0|0
0|2020-02-08|3161.0|0|118.0|0|3.5986581274778895|0|3279.0|0
0|2020-02-09|3161.0|0|118.0|0|3.5986581274778895|0|3279.0|0
0|2020-02-10|3161.0|0|118.0|0|3.5986581274778895|0|3279.0|0
0|2020-02-11|3161.0|0|118.0|0|3.5986581274778895|0|3279.0|0
0|2020-02-12|3161.0|0|118.0|0|3.5986581274778895|0|3279.0|0
0|2020-02-13|3161.0|0|118.0|0|3.5986581274778895|0|3279.0|0
0|2020-02-14|3161.0|0|118.0|0|3.5986581274778895|0|3279.0|0
0|2020-02-15|3161.0|0|118.0|0|3.5986581274778895|0|3279.0|0
0|2020-02-16|3161.0|0|118.0|0|3.5986581274778895|0|3279.0|0
0|2020-02-17|3161.0|0|118.0|0|3.5986581274778895|0|3279.0|0
0|2020-02-18|3161.0|0|118.0|0|3.5986581274778895|0|3279.0|0
0|2020-02-19|3161.0|0|118.0|0|3.5986581274778895|0|3279.0|0
0|2020-02-20|3161.0|0|118.0|0|3.5986581274778895|0|3279.0|0
0|2020-02-21|3161.0|0|118.0|0|3.5986581274778895|0|3279.0|0
0|2020-02-22|3161.0|0|118.0|0|3.5986581274778895|0|3279.0|0
0|2020-02-23|3161.0|0|118.0|0|3.5986581274778895|0|3279.0|0
0|2020-02-24|3161.0|0|118.0|0|3.5986581274778895|0|3279.0|0
0|2020-02-25|3161.0|0|118.0|0|3.5986581274778895|0|3279.0|0
0|2020-02-26|3161.0|0|118.0|0|3.5986581274778895|0|3279.0|0
0|2020-02-27|3161.0|0|118.0|0|3.5986581274778895|0|3279.0|0
0|2020-02-28|3161.0|0|118.0|0|3.5986581274778895|0|3279.0|0
0|2020-02-29|3161.0|0|118.0|0|3.5986581274778895|0|3279.0|0
0|2020-03-01|3094.0|0|188.0|0|5.728214503351615|0|3282.0|0
0|2020-03-02|3094.0|0|188.0|0|5.728214503351615|0|3282.0|0
0|2020-03-03|3094.0|0|188.0|0|5.728214503351615|0|3282.0|0
0|2020-03-04|3094.0|0|188.0|0|5.728214503351615|0|3282.0|0
0|2020-03-05|3094.0|0|188.0|0|5.728214503351615|0|3282.0|0
0|2020-03-06|3094.0|0|188.0|0|5.728214503351615|0|3282.0|0
0|2020-03-07|3094.0|0|188.0|0|5.728214503351615|0|3282.0|0
0|2020-03-08|3094.0|0|188.0|0|5.728214503351615|0|3282.0|0
0|2020-03-09|3094.0|0|188.0|0|5.728214503351615|0|3282.0|0
0|2020-03-10|3094.0|0|188.0|0|5.728214503351615|0|3282.0|0
0|2020-03-11|3094.0|0|188.0|0|5.728214503351615|0|3282.0|0
0|2020-03-12|3094.0|0|188.0|0|5.728214503351615|0|3282.0|0
0|2020-03-13|3094.0|0|188.0|0|5.728214503351615|0|3282.0|0
0|2020-03-14|3094.0|0|188.0|0|5.728214503351615|0|3282.0|0
0|2020-03-15|3094.0|0|188.0|0|5.728214503351615|0|3282.0|0
0|2020-03-16|3094.0|0|188.0|0|5.728214503351615|0|3282.0|0
0|2020-03-17|3094.0|0|188.0|0|5.728214503351615|0|3282.0|0
0|2020-03-18|3094.0|0|188.0|0|5.728214503351615|0|3282.0|0
0|2020-03-19|3094.0|0|188.0|0|5.728214503351615|0|3282.0|0
0|2020-03-20|3094.0|0|188.0|0|5.728214503351615|0|3282.0|0
0|2020-03-21|3094.0|0|188.0|0|5.728214503351615|0|3282.0|0
0|2020-03-22|3094.0|0|188.0|0|5.728214503351615|0|3282.0|0
0|2020-03-23|3094.0|0|188.0|0|5.728214503351615|0|3282.0|0
0|2020-03-24|3094.0|0|188.0|0|5.728214503351615|0|3282.0|0
0|2020-03-25|3094.0|0|188.0|0|5.728214503351615|0|3282.0|0
0|2020-03-26|3094.0|0|188.0|0|5.728214503351615|0|3282.0|0
0|2020-03-27|3094.0|0|188.0|0|5.728214503351615|0|3282.0|0
0|2020-03-28|3094.0|0|188.0|0|5.728214503351615|0|3282.0|0
0|2020-03-29|3094.0|0|188.0|0|5.728214503351615|0|3282.0|0
0|2020-03-30|3094.0|0|188.0|0|5.728214503351615|0|3282.0|0
0|2020-03-31|3094.0|0|188.0|0|5.728214503351615|0|3282.0|0
0|2020-04-01|2484.5|0|240.0|0|8.80895577170123|0|2724.5|0
0|2020-04-02|2484.5|0|240.0|0|8.80895577170123|0|2724.5|0
0|2020-04-03|2484.5|0|240.0|0|8.80895577170123|0|2724.5|0
0|2020-04-04|2484.5|0|240.0|0|8.80895577170123|0|2724.5|0
0|2020-04-05|2484.5|0|240.0|0|8.80895577170123|0|2724.5|0
0|2020-04-06|2484.5|0|240.0|0|8.80895577170123|0|2724.5|0
0|2020-04-07|2484.5|0|240.0|0|8.80895577170123|0|2724.5|0
0|2020-04-08|2484.5|0|240.0|0|8.80895577170123|0|2724.5|0
0|2020-04-09|2484.5|0|240.0|0|8.80895577170123|0|2724.5|0
0|2020-04-10|2484.5|0|240.0|0|8.80895577170123|0|2724.5|0
0|2020-04-11|2484.5|0|240.0|0|8.80895577170123|0|2724.5|0
0|2020-04-12|2484.5|0|240.0|0|8.80895577170123|0|2724.5|0
0|2020-04-13|2484.5|0|240.0|0|8.80895577170123|0|2724.5|0
0|2020-04-14|2484.5|0|240.0|0|8.80895577170123|0|2724.5|0
0|2020-04-15|2484.5|0|240.0|0|8.80895577170123|0|2724.5|0
0|2020-04-16|2484.5|0|240.0|0|8.80895577170123|0|2724.5|0
0|2020-04-17|2484.5|0|240.0|0|8.80895577170123|0|2724.5|0
0|2020-04-18|2484.5|0|240.0|0|8.80895577170123|0|2724.5|0
0|2020-04-19|2484.5|0|240.0|0|8.80895577170123|0|2724.5|0
0|2020-04-20|2484.5|0|240.0|0|8.80895577170123|0|2724.5|0
0|2020-04-21|2484.5|0|240.0|0|8.80895577170123|0|2724.5|0
0|2020-04-22|2484.5|0|240.0|0|8.80895577170123|0|2724.5|0
0|2020-04-23|2484.5|0|240.0|0|8.80895577170123|0|2724.5|0
0|2020-04-24|2484.5|0|240.0|0|8.80895577170123|0|2724.5|0
0|2020-04-25|2484.5|0|240.0|0|8.80895577170123|0|2724.5|0
0|2020-04-26|2484.5|0|240.0|0|8.80895577170123|0|2724.5|0
0|2020-04-27|2484.5|0|240.0|0|8.80895577170123|0|2724.5|0
