|dates|Fauquier_Virginia_UnitedStates.BLS_EmployedPopulation.data|Fauquier_Virginia_UnitedStates.BLS_EmployedPopulation.missing|Fauquier_Virginia_UnitedStates.BLS_UnemployedPopulation.data|Fauquier_Virginia_UnitedStates.BLS_UnemployedPopulation.missing|Fauquier_Virginia_UnitedStates.BLS_UnemploymentRate.data|Fauquier_Virginia_UnitedStates.BLS_UnemploymentRate.missing|Fauquier_Virginia_UnitedStates.BLS_LaborForcePopulation.data|Fauquier_Virginia_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|37075.0|0|933.5|0|2.4560295723325045|0|38008.5|0
0|2020-01-02|37075.0|0|933.5|0|2.4560295723325045|0|38008.5|0
0|2020-01-03|37075.0|0|933.5|0|2.4560295723325045|0|38008.5|0
0|2020-01-04|37075.0|0|933.5|0|2.4560295723325045|0|38008.5|0
0|2020-01-05|37075.0|0|933.5|0|2.4560295723325045|0|38008.5|0
0|2020-01-06|37075.0|0|933.5|0|2.4560295723325045|0|38008.5|0
0|2020-01-07|37075.0|0|933.5|0|2.4560295723325045|0|38008.5|0
0|2020-01-08|37075.0|0|933.5|0|2.4560295723325045|0|38008.5|0
0|2020-01-09|37075.0|0|933.5|0|2.4560295723325045|0|38008.5|0
0|2020-01-10|37075.0|0|933.5|0|2.4560295723325045|0|38008.5|0
0|2020-01-11|37075.0|0|933.5|0|2.4560295723325045|0|38008.5|0
0|2020-01-12|37075.0|0|933.5|0|2.4560295723325045|0|38008.5|0
0|2020-01-13|37075.0|0|933.5|0|2.4560295723325045|0|38008.5|0
0|2020-01-14|37075.0|0|933.5|0|2.4560295723325045|0|38008.5|0
0|2020-01-15|37075.0|0|933.5|0|2.4560295723325045|0|38008.5|0
0|2020-01-16|37075.0|0|933.5|0|2.4560295723325045|0|38008.5|0
0|2020-01-17|37075.0|0|933.5|0|2.4560295723325045|0|38008.5|0
0|2020-01-18|37075.0|0|933.5|0|2.4560295723325045|0|38008.5|0
0|2020-01-19|37075.0|0|933.5|0|2.4560295723325045|0|38008.5|0
0|2020-01-20|37075.0|0|933.5|0|2.4560295723325045|0|38008.5|0
0|2020-01-21|37075.0|0|933.5|0|2.4560295723325045|0|38008.5|0
0|2020-01-22|37075.0|0|933.5|0|2.4560295723325045|0|38008.5|0
0|2020-01-23|37075.0|0|933.5|0|2.4560295723325045|0|38008.5|0
0|2020-01-24|37075.0|0|933.5|0|2.4560295723325045|0|38008.5|0
0|2020-01-25|37075.0|0|933.5|0|2.4560295723325045|0|38008.5|0
0|2020-01-26|37075.0|0|933.5|0|2.4560295723325045|0|38008.5|0
0|2020-01-27|37075.0|0|933.5|0|2.4560295723325045|0|38008.5|0
0|2020-01-28|37075.0|0|933.5|0|2.4560295723325045|0|38008.5|0
0|2020-01-29|37075.0|0|933.5|0|2.4560295723325045|0|38008.5|0
0|2020-01-30|37075.0|0|933.5|0|2.4560295723325045|0|38008.5|0
0|2020-01-31|37075.0|0|933.5|0|2.4560295723325045|0|38008.5|0
0|2020-02-01|37325.0|0|849.0|0|2.224026824540263|0|38174.0|0
0|2020-02-02|37325.0|0|849.0|0|2.224026824540263|0|38174.0|0
0|2020-02-03|37325.0|0|849.0|0|2.224026824540263|0|38174.0|0
0|2020-02-04|37325.0|0|849.0|0|2.224026824540263|0|38174.0|0
0|2020-02-05|37325.0|0|849.0|0|2.224026824540263|0|38174.0|0
0|2020-02-06|37325.0|0|849.0|0|2.224026824540263|0|38174.0|0
0|2020-02-07|37325.0|0|849.0|0|2.224026824540263|0|38174.0|0
0|2020-02-08|37325.0|0|849.0|0|2.224026824540263|0|38174.0|0
0|2020-02-09|37325.0|0|849.0|0|2.224026824540263|0|38174.0|0
0|2020-02-10|37325.0|0|849.0|0|2.224026824540263|0|38174.0|0
0|2020-02-11|37325.0|0|849.0|0|2.224026824540263|0|38174.0|0
0|2020-02-12|37325.0|0|849.0|0|2.224026824540263|0|38174.0|0
0|2020-02-13|37325.0|0|849.0|0|2.224026824540263|0|38174.0|0
0|2020-02-14|37325.0|0|849.0|0|2.224026824540263|0|38174.0|0
0|2020-02-15|37325.0|0|849.0|0|2.224026824540263|0|38174.0|0
0|2020-02-16|37325.0|0|849.0|0|2.224026824540263|0|38174.0|0
0|2020-02-17|37325.0|0|849.0|0|2.224026824540263|0|38174.0|0
0|2020-02-18|37325.0|0|849.0|0|2.224026824540263|0|38174.0|0
0|2020-02-19|37325.0|0|849.0|0|2.224026824540263|0|38174.0|0
0|2020-02-20|37325.0|0|849.0|0|2.224026824540263|0|38174.0|0
0|2020-02-21|37325.0|0|849.0|0|2.224026824540263|0|38174.0|0
0|2020-02-22|37325.0|0|849.0|0|2.224026824540263|0|38174.0|0
0|2020-02-23|37325.0|0|849.0|0|2.224026824540263|0|38174.0|0
0|2020-02-24|37325.0|0|849.0|0|2.224026824540263|0|38174.0|0
