|dates|Bath_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bath_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bath_Kentucky_UnitedStates.Male_Total_Population.data|Bath_Kentucky_UnitedStates.Male_Total_Population.missing|Bath_Kentucky_UnitedStates.Female_Total_Population.data|Bath_Kentucky_UnitedStates.Female_Total_Population.missing|Bath_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Bath_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2080.0|0|6111.0|0|6272.0|0|3111.0|0
