|dates|Hardee_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hardee_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hardee_Florida_UnitedStates.Male_Total_Population.data|Hardee_Florida_UnitedStates.Male_Total_Population.missing|Hardee_Florida_UnitedStates.Female_Total_Population.data|Hardee_Florida_UnitedStates.Female_Total_Population.missing|Hardee_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Hardee_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4532.0|0|14376.0|0|12869.0|0|7141.0|0
