|dates|Prentiss_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Prentiss_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Prentiss_Mississippi_UnitedStates.Male_Total_Population.data|Prentiss_Mississippi_UnitedStates.Male_Total_Population.missing|Prentiss_Mississippi_UnitedStates.Female_Total_Population.data|Prentiss_Mississippi_UnitedStates.Female_Total_Population.missing|Prentiss_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Prentiss_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4603.0|0|12417.0|0|12898.0|0|5610.0|0
