|dates|Manassas_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Manassas_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Manassas_Virginia_UnitedStates.Male_Total_Population.data|Manassas_Virginia_UnitedStates.Male_Total_Population.missing|Manassas_Virginia_UnitedStates.Female_Total_Population.data|Manassas_Virginia_UnitedStates.Female_Total_Population.missing|Manassas_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Manassas_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4320.0|0|20875.0|0|20766.0|0|11234.0|0
