|dates|Licking_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Licking_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Licking_Ohio_UnitedStates.Male_Total_Population.data|Licking_Ohio_UnitedStates.Male_Total_Population.missing|Licking_Ohio_UnitedStates.Female_Total_Population.data|Licking_Ohio_UnitedStates.Female_Total_Population.missing|Licking_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Licking_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|28906.0|0|86261.0|0|89508.0|0|40733.0|0
