|dates|Madison_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Madison_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Madison_Iowa_UnitedStates.Male_Total_Population.data|Madison_Iowa_UnitedStates.Male_Total_Population.missing|Madison_Iowa_UnitedStates.Female_Total_Population.data|Madison_Iowa_UnitedStates.Female_Total_Population.missing|Madison_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Madison_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2760.0|0|8114.0|0|8135.0|0|4047.0|0
