|dates|Saginaw_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Saginaw_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Saginaw_Michigan_UnitedStates.Male_Total_Population.data|Saginaw_Michigan_UnitedStates.Male_Total_Population.missing|Saginaw_Michigan_UnitedStates.Female_Total_Population.data|Saginaw_Michigan_UnitedStates.Female_Total_Population.missing|Saginaw_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Saginaw_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|36783.0|0|92674.0|0|98126.0|0|40727.0|0
