|dates|Tehama_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Tehama_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Tehama_California_UnitedStates.Male_Total_Population.data|Tehama_California_UnitedStates.Male_Total_Population.missing|Tehama_California_UnitedStates.Female_Total_Population.data|Tehama_California_UnitedStates.Female_Total_Population.missing|Tehama_California_UnitedStates.MaleAndFemale_Under18_Population.data|Tehama_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12389.0|0|31743.0|0|32173.0|0|15363.0|0
