|dates|Green_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Green_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Green_Kentucky_UnitedStates.Male_Total_Population.data|Green_Kentucky_UnitedStates.Male_Total_Population.missing|Green_Kentucky_UnitedStates.Female_Total_Population.data|Green_Kentucky_UnitedStates.Female_Total_Population.missing|Green_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Green_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2280.0|0|5446.0|0|5603.0|0|2310.0|0
