|dates|Vigo_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Vigo_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Vigo_Indiana_UnitedStates.Male_Total_Population.data|Vigo_Indiana_UnitedStates.Male_Total_Population.missing|Vigo_Indiana_UnitedStates.Female_Total_Population.data|Vigo_Indiana_UnitedStates.Female_Total_Population.missing|Vigo_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Vigo_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|17517.0|0|54405.0|0|52981.0|0|21965.0|0
