|dates|Lincoln_NorthCarolina_UnitedStates.BLS_EmployedPopulation.data|Lincoln_NorthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Lincoln_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Lincoln_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Lincoln_NorthCarolina_UnitedStates.BLS_UnemploymentRate.data|Lincoln_NorthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Lincoln_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Lincoln_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|42759.0|0|1584.0|0|3.5721534402273187|0|44343.0|0
0|2020-01-02|42759.0|0|1584.0|0|3.5721534402273187|0|44343.0|0
0|2020-01-03|42759.0|0|1584.0|0|3.5721534402273187|0|44343.0|0
0|2020-01-04|42759.0|0|1584.0|0|3.5721534402273187|0|44343.0|0
0|2020-01-05|42759.0|0|1584.0|0|3.5721534402273187|0|44343.0|0
0|2020-01-06|42759.0|0|1584.0|0|3.5721534402273187|0|44343.0|0
0|2020-01-07|42759.0|0|1584.0|0|3.5721534402273187|0|44343.0|0
0|2020-01-08|42759.0|0|1584.0|0|3.5721534402273187|0|44343.0|0
0|2020-01-09|42759.0|0|1584.0|0|3.5721534402273187|0|44343.0|0
0|2020-01-10|42759.0|0|1584.0|0|3.5721534402273187|0|44343.0|0
0|2020-01-11|42759.0|0|1584.0|0|3.5721534402273187|0|44343.0|0
0|2020-01-12|42759.0|0|1584.0|0|3.5721534402273187|0|44343.0|0
0|2020-01-13|42759.0|0|1584.0|0|3.5721534402273187|0|44343.0|0
0|2020-01-14|42759.0|0|1584.0|0|3.5721534402273187|0|44343.0|0
0|2020-01-15|42759.0|0|1584.0|0|3.5721534402273187|0|44343.0|0
0|2020-01-16|42759.0|0|1584.0|0|3.5721534402273187|0|44343.0|0
0|2020-01-17|42759.0|0|1584.0|0|3.5721534402273187|0|44343.0|0
0|2020-01-18|42759.0|0|1584.0|0|3.5721534402273187|0|44343.0|0
0|2020-01-19|42759.0|0|1584.0|0|3.5721534402273187|0|44343.0|0
0|2020-01-20|42759.0|0|1584.0|0|3.5721534402273187|0|44343.0|0
0|2020-01-21|42759.0|0|1584.0|0|3.5721534402273187|0|44343.0|0
0|2020-01-22|42759.0|0|1584.0|0|3.5721534402273187|0|44343.0|0
0|2020-01-23|42759.0|0|1584.0|0|3.5721534402273187|0|44343.0|0
0|2020-01-24|42759.0|0|1584.0|0|3.5721534402273187|0|44343.0|0
0|2020-01-25|42759.0|0|1584.0|0|3.5721534402273187|0|44343.0|0
0|2020-01-26|42759.0|0|1584.0|0|3.5721534402273187|0|44343.0|0
0|2020-01-27|42759.0|0|1584.0|0|3.5721534402273187|0|44343.0|0
0|2020-01-28|42759.0|0|1584.0|0|3.5721534402273187|0|44343.0|0
0|2020-01-29|42759.0|0|1584.0|0|3.5721534402273187|0|44343.0|0
0|2020-01-30|42759.0|0|1584.0|0|3.5721534402273187|0|44343.0|0
0|2020-01-31|42759.0|0|1584.0|0|3.5721534402273187|0|44343.0|0
0|2020-02-01|43219.0|0|1472.5|0|3.294809975051184|0|44691.5|0
0|2020-02-02|43219.0|0|1472.5|0|3.294809975051184|0|44691.5|0
0|2020-02-03|43219.0|0|1472.5|0|3.294809975051184|0|44691.5|0
0|2020-02-04|43219.0|0|1472.5|0|3.294809975051184|0|44691.5|0
0|2020-02-05|43219.0|0|1472.5|0|3.294809975051184|0|44691.5|0
0|2020-02-06|43219.0|0|1472.5|0|3.294809975051184|0|44691.5|0
0|2020-02-07|43219.0|0|1472.5|0|3.294809975051184|0|44691.5|0
0|2020-02-08|43219.0|0|1472.5|0|3.294809975051184|0|44691.5|0
0|2020-02-09|43219.0|0|1472.5|0|3.294809975051184|0|44691.5|0
0|2020-02-10|43219.0|0|1472.5|0|3.294809975051184|0|44691.5|0
0|2020-02-11|43219.0|0|1472.5|0|3.294809975051184|0|44691.5|0
0|2020-02-12|43219.0|0|1472.5|0|3.294809975051184|0|44691.5|0
0|2020-02-13|43219.0|0|1472.5|0|3.294809975051184|0|44691.5|0
0|2020-02-14|43219.0|0|1472.5|0|3.294809975051184|0|44691.5|0
0|2020-02-15|43219.0|0|1472.5|0|3.294809975051184|0|44691.5|0
0|2020-02-16|43219.0|0|1472.5|0|3.294809975051184|0|44691.5|0
0|2020-02-17|43219.0|0|1472.5|0|3.294809975051184|0|44691.5|0
0|2020-02-18|43219.0|0|1472.5|0|3.294809975051184|0|44691.5|0
0|2020-02-19|43219.0|0|1472.5|0|3.294809975051184|0|44691.5|0
0|2020-02-20|43219.0|0|1472.5|0|3.294809975051184|0|44691.5|0
0|2020-02-21|43219.0|0|1472.5|0|3.294809975051184|0|44691.5|0
0|2020-02-22|43219.0|0|1472.5|0|3.294809975051184|0|44691.5|0
0|2020-02-23|43219.0|0|1472.5|0|3.294809975051184|0|44691.5|0
0|2020-02-24|43219.0|0|1472.5|0|3.294809975051184|0|44691.5|0
0|2020-02-25|43219.0|0|1472.5|0|3.294809975051184|0|44691.5|0
0|2020-02-26|43219.0|0|1472.5|0|3.294809975051184|0|44691.5|0
0|2020-02-27|43219.0|0|1472.5|0|3.294809975051184|0|44691.5|0
0|2020-02-28|43219.0|0|1472.5|0|3.294809975051184|0|44691.5|0
0|2020-02-29|43219.0|0|1472.5|0|3.294809975051184|0|44691.5|0
0|2020-03-01|41336.5|0|1637.0|0|3.809324351053556|0|42973.5|0
0|2020-03-02|41336.5|0|1637.0|0|3.809324351053556|0|42973.5|0
0|2020-03-03|41336.5|0|1637.0|0|3.809324351053556|0|42973.5|0
0|2020-03-04|41336.5|0|1637.0|0|3.809324351053556|0|42973.5|0
0|2020-03-05|41336.5|0|1637.0|0|3.809324351053556|0|42973.5|0
0|2020-03-06|41336.5|0|1637.0|0|3.809324351053556|0|42973.5|0
0|2020-03-07|41336.5|0|1637.0|0|3.809324351053556|0|42973.5|0
0|2020-03-08|41336.5|0|1637.0|0|3.809324351053556|0|42973.5|0
0|2020-03-09|41336.5|0|1637.0|0|3.809324351053556|0|42973.5|0
0|2020-03-10|41336.5|0|1637.0|0|3.809324351053556|0|42973.5|0
0|2020-03-11|41336.5|0|1637.0|0|3.809324351053556|0|42973.5|0
0|2020-03-12|41336.5|0|1637.0|0|3.809324351053556|0|42973.5|0
0|2020-03-13|41336.5|0|1637.0|0|3.809324351053556|0|42973.5|0
0|2020-03-14|41336.5|0|1637.0|0|3.809324351053556|0|42973.5|0
0|2020-03-15|41336.5|0|1637.0|0|3.809324351053556|0|42973.5|0
0|2020-03-16|41336.5|0|1637.0|0|3.809324351053556|0|42973.5|0
0|2020-03-17|41336.5|0|1637.0|0|3.809324351053556|0|42973.5|0
0|2020-03-18|41336.5|0|1637.0|0|3.809324351053556|0|42973.5|0
0|2020-03-19|41336.5|0|1637.0|0|3.809324351053556|0|42973.5|0
