|dates|Catron_NewMexico_UnitedStates.BLS_EmployedPopulation.data|Catron_NewMexico_UnitedStates.BLS_EmployedPopulation.missing|Catron_NewMexico_UnitedStates.BLS_UnemployedPopulation.data|Catron_NewMexico_UnitedStates.BLS_UnemployedPopulation.missing|Catron_NewMexico_UnitedStates.BLS_UnemploymentRate.data|Catron_NewMexico_UnitedStates.BLS_UnemploymentRate.missing|Catron_NewMexico_UnitedStates.BLS_LaborForcePopulation.data|Catron_NewMexico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|1039.5|0|93.0|0|8.211920529801324|0|1132.5|0
0|2020-01-02|1039.5|0|93.0|0|8.211920529801324|0|1132.5|0
0|2020-01-03|1039.5|0|93.0|0|8.211920529801324|0|1132.5|0
0|2020-01-04|1039.5|0|93.0|0|8.211920529801324|0|1132.5|0
0|2020-01-05|1039.5|0|93.0|0|8.211920529801324|0|1132.5|0
0|2020-01-06|1039.5|0|93.0|0|8.211920529801324|0|1132.5|0
0|2020-01-07|1039.5|0|93.0|0|8.211920529801324|0|1132.5|0
0|2020-01-08|1039.5|0|93.0|0|8.211920529801324|0|1132.5|0
0|2020-01-09|1039.5|0|93.0|0|8.211920529801324|0|1132.5|0
0|2020-01-10|1039.5|0|93.0|0|8.211920529801324|0|1132.5|0
0|2020-01-11|1039.5|0|93.0|0|8.211920529801324|0|1132.5|0
0|2020-01-12|1039.5|0|93.0|0|8.211920529801324|0|1132.5|0
0|2020-01-13|1039.5|0|93.0|0|8.211920529801324|0|1132.5|0
0|2020-01-14|1039.5|0|93.0|0|8.211920529801324|0|1132.5|0
0|2020-01-15|1039.5|0|93.0|0|8.211920529801324|0|1132.5|0
0|2020-01-16|1039.5|0|93.0|0|8.211920529801324|0|1132.5|0
0|2020-01-17|1039.5|0|93.0|0|8.211920529801324|0|1132.5|0
0|2020-01-18|1039.5|0|93.0|0|8.211920529801324|0|1132.5|0
0|2020-01-19|1039.5|0|93.0|0|8.211920529801324|0|1132.5|0
0|2020-01-20|1039.5|0|93.0|0|8.211920529801324|0|1132.5|0
0|2020-01-21|1039.5|0|93.0|0|8.211920529801324|0|1132.5|0
0|2020-01-22|1039.5|0|93.0|0|8.211920529801324|0|1132.5|0
0|2020-01-23|1039.5|0|93.0|0|8.211920529801324|0|1132.5|0
0|2020-01-24|1039.5|0|93.0|0|8.211920529801324|0|1132.5|0
0|2020-01-25|1039.5|0|93.0|0|8.211920529801324|0|1132.5|0
0|2020-01-26|1039.5|0|93.0|0|8.211920529801324|0|1132.5|0
0|2020-01-27|1039.5|0|93.0|0|8.211920529801324|0|1132.5|0
0|2020-01-28|1039.5|0|93.0|0|8.211920529801324|0|1132.5|0
0|2020-01-29|1039.5|0|93.0|0|8.211920529801324|0|1132.5|0
0|2020-01-30|1039.5|0|93.0|0|8.211920529801324|0|1132.5|0
0|2020-01-31|1039.5|0|93.0|0|8.211920529801324|0|1132.5|0
0|2020-02-01|1031.5|0|95.0|0|8.433200177541057|0|1126.5|0
0|2020-02-02|1031.5|0|95.0|0|8.433200177541057|0|1126.5|0
0|2020-02-03|1031.5|0|95.0|0|8.433200177541057|0|1126.5|0
0|2020-02-04|1031.5|0|95.0|0|8.433200177541057|0|1126.5|0
0|2020-02-05|1031.5|0|95.0|0|8.433200177541057|0|1126.5|0
0|2020-02-06|1031.5|0|95.0|0|8.433200177541057|0|1126.5|0
0|2020-02-07|1031.5|0|95.0|0|8.433200177541057|0|1126.5|0
0|2020-02-08|1031.5|0|95.0|0|8.433200177541057|0|1126.5|0
0|2020-02-09|1031.5|0|95.0|0|8.433200177541057|0|1126.5|0
0|2020-02-10|1031.5|0|95.0|0|8.433200177541057|0|1126.5|0
0|2020-02-11|1031.5|0|95.0|0|8.433200177541057|0|1126.5|0
0|2020-02-12|1031.5|0|95.0|0|8.433200177541057|0|1126.5|0
0|2020-02-13|1031.5|0|95.0|0|8.433200177541057|0|1126.5|0
0|2020-02-14|1031.5|0|95.0|0|8.433200177541057|0|1126.5|0
0|2020-02-15|1031.5|0|95.0|0|8.433200177541057|0|1126.5|0
0|2020-02-16|1031.5|0|95.0|0|8.433200177541057|0|1126.5|0
0|2020-02-17|1031.5|0|95.0|0|8.433200177541057|0|1126.5|0
0|2020-02-18|1031.5|0|95.0|0|8.433200177541057|0|1126.5|0
0|2020-02-19|1031.5|0|95.0|0|8.433200177541057|0|1126.5|0
0|2020-02-20|1031.5|0|95.0|0|8.433200177541057|0|1126.5|0
0|2020-02-21|1031.5|0|95.0|0|8.433200177541057|0|1126.5|0
0|2020-02-22|1031.5|0|95.0|0|8.433200177541057|0|1126.5|0
0|2020-02-23|1031.5|0|95.0|0|8.433200177541057|0|1126.5|0
0|2020-02-24|1031.5|0|95.0|0|8.433200177541057|0|1126.5|0
0|2020-02-25|1031.5|0|95.0|0|8.433200177541057|0|1126.5|0
0|2020-02-26|1031.5|0|95.0|0|8.433200177541057|0|1126.5|0
0|2020-02-27|1031.5|0|95.0|0|8.433200177541057|0|1126.5|0
0|2020-02-28|1031.5|0|95.0|0|8.433200177541057|0|1126.5|0
0|2020-02-29|1031.5|0|95.0|0|8.433200177541057|0|1126.5|0
0|2020-03-01|1001.5|0|95.5|0|8.70556061987238|0|1097.0|0
0|2020-03-02|1001.5|0|95.5|0|8.70556061987238|0|1097.0|0
0|2020-03-03|1001.5|0|95.5|0|8.70556061987238|0|1097.0|0
0|2020-03-04|1001.5|0|95.5|0|8.70556061987238|0|1097.0|0
0|2020-03-05|1001.5|0|95.5|0|8.70556061987238|0|1097.0|0
0|2020-03-06|1001.5|0|95.5|0|8.70556061987238|0|1097.0|0
0|2020-03-07|1001.5|0|95.5|0|8.70556061987238|0|1097.0|0
0|2020-03-08|1001.5|0|95.5|0|8.70556061987238|0|1097.0|0
0|2020-03-09|1001.5|0|95.5|0|8.70556061987238|0|1097.0|0
0|2020-03-10|1001.5|0|95.5|0|8.70556061987238|0|1097.0|0
0|2020-03-11|1001.5|0|95.5|0|8.70556061987238|0|1097.0|0
0|2020-03-12|1001.5|0|95.5|0|8.70556061987238|0|1097.0|0
0|2020-03-13|1001.5|0|95.5|0|8.70556061987238|0|1097.0|0
0|2020-03-14|1001.5|0|95.5|0|8.70556061987238|0|1097.0|0
0|2020-03-15|1001.5|0|95.5|0|8.70556061987238|0|1097.0|0
0|2020-03-16|1001.5|0|95.5|0|8.70556061987238|0|1097.0|0
0|2020-03-17|1001.5|0|95.5|0|8.70556061987238|0|1097.0|0
0|2020-03-18|1001.5|0|95.5|0|8.70556061987238|0|1097.0|0
0|2020-03-19|1001.5|0|95.5|0|8.70556061987238|0|1097.0|0
0|2020-03-20|1001.5|0|95.5|0|8.70556061987238|0|1097.0|0
0|2020-03-21|1001.5|0|95.5|0|8.70556061987238|0|1097.0|0
0|2020-03-22|1001.5|0|95.5|0|8.70556061987238|0|1097.0|0
0|2020-03-23|1001.5|0|95.5|0|8.70556061987238|0|1097.0|0
0|2020-03-24|1001.5|0|95.5|0|8.70556061987238|0|1097.0|0
0|2020-03-25|1001.5|0|95.5|0|8.70556061987238|0|1097.0|0
0|2020-03-26|1001.5|0|95.5|0|8.70556061987238|0|1097.0|0
0|2020-03-27|1001.5|0|95.5|0|8.70556061987238|0|1097.0|0
0|2020-03-28|1001.5|0|95.5|0|8.70556061987238|0|1097.0|0
0|2020-03-29|1001.5|0|95.5|0|8.70556061987238|0|1097.0|0
0|2020-03-30|1001.5|0|95.5|0|8.70556061987238|0|1097.0|0
0|2020-03-31|1001.5|0|95.5|0|8.70556061987238|0|1097.0|0
0|2020-04-01|975.0|0|68.0|0|6.519654841802493|0|1043.0|0
0|2020-04-02|975.0|0|68.0|0|6.519654841802493|0|1043.0|0
0|2020-04-03|975.0|0|68.0|0|6.519654841802493|0|1043.0|0
0|2020-04-04|975.0|0|68.0|0|6.519654841802493|0|1043.0|0
0|2020-04-05|975.0|0|68.0|0|6.519654841802493|0|1043.0|0
0|2020-04-06|975.0|0|68.0|0|6.519654841802493|0|1043.0|0
0|2020-04-07|975.0|0|68.0|0|6.519654841802493|0|1043.0|0
0|2020-04-08|975.0|0|68.0|0|6.519654841802493|0|1043.0|0
0|2020-04-09|975.0|0|68.0|0|6.519654841802493|0|1043.0|0
0|2020-04-10|975.0|0|68.0|0|6.519654841802493|0|1043.0|0
0|2020-04-11|975.0|0|68.0|0|6.519654841802493|0|1043.0|0
0|2020-04-12|975.0|0|68.0|0|6.519654841802493|0|1043.0|0
0|2020-04-13|975.0|0|68.0|0|6.519654841802493|0|1043.0|0
0|2020-04-14|975.0|0|68.0|0|6.519654841802493|0|1043.0|0
0|2020-04-15|975.0|0|68.0|0|6.519654841802493|0|1043.0|0
0|2020-04-16|975.0|0|68.0|0|6.519654841802493|0|1043.0|0
0|2020-04-17|975.0|0|68.0|0|6.519654841802493|0|1043.0|0
0|2020-04-18|975.0|0|68.0|0|6.519654841802493|0|1043.0|0
0|2020-04-19|975.0|0|68.0|0|6.519654841802493|0|1043.0|0
0|2020-04-20|975.0|0|68.0|0|6.519654841802493|0|1043.0|0
0|2020-04-21|975.0|0|68.0|0|6.519654841802493|0|1043.0|0
0|2020-04-22|975.0|0|68.0|0|6.519654841802493|0|1043.0|0
0|2020-04-23|975.0|0|68.0|0|6.519654841802493|0|1043.0|0
0|2020-04-24|975.0|0|68.0|0|6.519654841802493|0|1043.0|0
0|2020-04-25|975.0|0|68.0|0|6.519654841802493|0|1043.0|0
0|2020-04-26|975.0|0|68.0|0|6.519654841802493|0|1043.0|0
0|2020-04-27|975.0|0|68.0|0|6.519654841802493|0|1043.0|0
0|2020-04-28|975.0|0|68.0|0|6.519654841802493|0|1043.0|0
0|2020-04-29|975.0|0|68.0|0|6.519654841802493|0|1043.0|0
0|2020-04-30|975.0|0|68.0|0|6.519654841802493|0|1043.0|0
0|2020-05-01|1041.0|0|72.0|0|6.46900269541779|0|1113.0|0
0|2020-05-02|1041.0|0|72.0|0|6.46900269541779|0|1113.0|0
0|2020-05-03|1041.0|0|72.0|0|6.46900269541779|0|1113.0|0
0|2020-05-04|1041.0|0|72.0|0|6.46900269541779|0|1113.0|0
0|2020-05-05|1041.0|0|72.0|0|6.46900269541779|0|1113.0|0
0|2020-05-06|1041.0|0|72.0|0|6.46900269541779|0|1113.0|0
0|2020-05-07|1041.0|0|72.0|0|6.46900269541779|0|1113.0|0
0|2020-05-08|1041.0|0|72.0|0|6.46900269541779|0|1113.0|0
0|2020-05-09|1041.0|0|72.0|0|6.46900269541779|0|1113.0|0
0|2020-05-10|1041.0|0|72.0|0|6.46900269541779|0|1113.0|0
0|2020-05-11|1041.0|0|72.0|0|6.46900269541779|0|1113.0|0
0|2020-05-12|1041.0|0|72.0|0|6.46900269541779|0|1113.0|0
0|2020-05-13|1041.0|0|72.0|0|6.46900269541779|0|1113.0|0
0|2020-05-14|1041.0|0|72.0|0|6.46900269541779|0|1113.0|0
0|2020-05-15|1041.0|0|72.0|0|6.46900269541779|0|1113.0|0
0|2020-05-16|1041.0|0|72.0|0|6.46900269541779|0|1113.0|0
0|2020-05-17|1041.0|0|72.0|0|6.46900269541779|0|1113.0|0
0|2020-05-18|1041.0|0|72.0|0|6.46900269541779|0|1113.0|0
0|2020-05-19|1041.0|0|72.0|0|6.46900269541779|0|1113.0|0
0|2020-05-20|1041.0|0|72.0|0|6.46900269541779|0|1113.0|0
0|2020-05-21|1041.0|0|72.0|0|6.46900269541779|0|1113.0|0
0|2020-05-22|1041.0|0|72.0|0|6.46900269541779|0|1113.0|0
0|2020-05-23|1041.0|0|72.0|0|6.46900269541779|0|1113.0|0
0|2020-05-24|1041.0|0|72.0|0|6.46900269541779|0|1113.0|0
0|2020-05-25|1041.0|0|72.0|0|6.46900269541779|0|1113.0|0
0|2020-05-26|1041.0|0|72.0|0|6.46900269541779|0|1113.0|0
0|2020-05-27|1041.0|0|72.0|0|6.46900269541779|0|1113.0|0
0|2020-05-28|1041.0|0|72.0|0|6.46900269541779|0|1113.0|0
0|2020-05-29|1041.0|0|72.0|0|6.46900269541779|0|1113.0|0
0|2020-05-30|1041.0|0|72.0|0|6.46900269541779|0|1113.0|0
0|2020-05-31|1041.0|0|72.0|0|6.46900269541779|0|1113.0|0
0|2020-06-01|1070.0|0|87.0|0|7.519446845289542|0|1157.0|0
0|2020-06-02|1070.0|0|87.0|0|7.519446845289542|0|1157.0|0
