|dates|Gregory_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Gregory_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Gregory_SouthDakota_UnitedStates.Male_Total_Population.data|Gregory_SouthDakota_UnitedStates.Male_Total_Population.missing|Gregory_SouthDakota_UnitedStates.Female_Total_Population.data|Gregory_SouthDakota_UnitedStates.Female_Total_Population.missing|Gregory_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Gregory_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1072.0|0|2167.0|0|2045.0|0|992.0|0
