|dates|Bandera_Texas_UnitedStates.BLS_EmployedPopulation.data|Bandera_Texas_UnitedStates.BLS_EmployedPopulation.missing|Bandera_Texas_UnitedStates.BLS_UnemployedPopulation.data|Bandera_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Bandera_Texas_UnitedStates.BLS_UnemploymentRate.data|Bandera_Texas_UnitedStates.BLS_UnemploymentRate.missing|Bandera_Texas_UnitedStates.BLS_LaborForcePopulation.data|Bandera_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|9789.5|0|342.5|0|3.3803789972364786|0|10132.0|0
0|2020-01-02|9789.5|0|342.5|0|3.3803789972364786|0|10132.0|0
0|2020-01-03|9789.5|0|342.5|0|3.3803789972364786|0|10132.0|0
0|2020-01-04|9789.5|0|342.5|0|3.3803789972364786|0|10132.0|0
0|2020-01-05|9789.5|0|342.5|0|3.3803789972364786|0|10132.0|0
0|2020-01-06|9789.5|0|342.5|0|3.3803789972364786|0|10132.0|0
0|2020-01-07|9789.5|0|342.5|0|3.3803789972364786|0|10132.0|0
0|2020-01-08|9789.5|0|342.5|0|3.3803789972364786|0|10132.0|0
0|2020-01-09|9789.5|0|342.5|0|3.3803789972364786|0|10132.0|0
0|2020-01-10|9789.5|0|342.5|0|3.3803789972364786|0|10132.0|0
0|2020-01-11|9789.5|0|342.5|0|3.3803789972364786|0|10132.0|0
0|2020-01-12|9789.5|0|342.5|0|3.3803789972364786|0|10132.0|0
0|2020-01-13|9789.5|0|342.5|0|3.3803789972364786|0|10132.0|0
0|2020-01-14|9789.5|0|342.5|0|3.3803789972364786|0|10132.0|0
0|2020-01-15|9789.5|0|342.5|0|3.3803789972364786|0|10132.0|0
0|2020-01-16|9789.5|0|342.5|0|3.3803789972364786|0|10132.0|0
0|2020-01-17|9789.5|0|342.5|0|3.3803789972364786|0|10132.0|0
0|2020-01-18|9789.5|0|342.5|0|3.3803789972364786|0|10132.0|0
0|2020-01-19|9789.5|0|342.5|0|3.3803789972364786|0|10132.0|0
0|2020-01-20|9789.5|0|342.5|0|3.3803789972364786|0|10132.0|0
0|2020-01-21|9789.5|0|342.5|0|3.3803789972364786|0|10132.0|0
0|2020-01-22|9789.5|0|342.5|0|3.3803789972364786|0|10132.0|0
0|2020-01-23|9789.5|0|342.5|0|3.3803789972364786|0|10132.0|0
0|2020-01-24|9789.5|0|342.5|0|3.3803789972364786|0|10132.0|0
0|2020-01-25|9789.5|0|342.5|0|3.3803789972364786|0|10132.0|0
0|2020-01-26|9789.5|0|342.5|0|3.3803789972364786|0|10132.0|0
0|2020-01-27|9789.5|0|342.5|0|3.3803789972364786|0|10132.0|0
0|2020-01-28|9789.5|0|342.5|0|3.3803789972364786|0|10132.0|0
0|2020-01-29|9789.5|0|342.5|0|3.3803789972364786|0|10132.0|0
0|2020-01-30|9789.5|0|342.5|0|3.3803789972364786|0|10132.0|0
0|2020-01-31|9789.5|0|342.5|0|3.3803789972364786|0|10132.0|0
0|2020-02-01|9866.0|0|328.5|0|3.222325763892295|0|10194.5|0
0|2020-02-02|9866.0|0|328.5|0|3.222325763892295|0|10194.5|0
0|2020-02-03|9866.0|0|328.5|0|3.222325763892295|0|10194.5|0
0|2020-02-04|9866.0|0|328.5|0|3.222325763892295|0|10194.5|0
0|2020-02-05|9866.0|0|328.5|0|3.222325763892295|0|10194.5|0
0|2020-02-06|9866.0|0|328.5|0|3.222325763892295|0|10194.5|0
0|2020-02-07|9866.0|0|328.5|0|3.222325763892295|0|10194.5|0
0|2020-02-08|9866.0|0|328.5|0|3.222325763892295|0|10194.5|0
0|2020-02-09|9866.0|0|328.5|0|3.222325763892295|0|10194.5|0
0|2020-02-10|9866.0|0|328.5|0|3.222325763892295|0|10194.5|0
0|2020-02-11|9866.0|0|328.5|0|3.222325763892295|0|10194.5|0
0|2020-02-12|9866.0|0|328.5|0|3.222325763892295|0|10194.5|0
0|2020-02-13|9866.0|0|328.5|0|3.222325763892295|0|10194.5|0
0|2020-02-14|9866.0|0|328.5|0|3.222325763892295|0|10194.5|0
0|2020-02-15|9866.0|0|328.5|0|3.222325763892295|0|10194.5|0
0|2020-02-16|9866.0|0|328.5|0|3.222325763892295|0|10194.5|0
0|2020-02-17|9866.0|0|328.5|0|3.222325763892295|0|10194.5|0
0|2020-02-18|9866.0|0|328.5|0|3.222325763892295|0|10194.5|0
0|2020-02-19|9866.0|0|328.5|0|3.222325763892295|0|10194.5|0
0|2020-02-20|9866.0|0|328.5|0|3.222325763892295|0|10194.5|0
0|2020-02-21|9866.0|0|328.5|0|3.222325763892295|0|10194.5|0
0|2020-02-22|9866.0|0|328.5|0|3.222325763892295|0|10194.5|0
0|2020-02-23|9866.0|0|328.5|0|3.222325763892295|0|10194.5|0
0|2020-02-24|9866.0|0|328.5|0|3.222325763892295|0|10194.5|0
0|2020-02-25|9866.0|0|328.5|0|3.222325763892295|0|10194.5|0
0|2020-02-26|9866.0|0|328.5|0|3.222325763892295|0|10194.5|0
0|2020-02-27|9866.0|0|328.5|0|3.222325763892295|0|10194.5|0
0|2020-02-28|9866.0|0|328.5|0|3.222325763892295|0|10194.5|0
