|dates|Comanche_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Comanche_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Comanche_Oklahoma_UnitedStates.Male_Total_Population.data|Comanche_Oklahoma_UnitedStates.Male_Total_Population.missing|Comanche_Oklahoma_UnitedStates.Female_Total_Population.data|Comanche_Oklahoma_UnitedStates.Female_Total_Population.missing|Comanche_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Comanche_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|15192.0|0|62410.0|0|58012.0|0|28332.0|0
