|dates|Cannon_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cannon_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cannon_Tennessee_UnitedStates.Male_Total_Population.data|Cannon_Tennessee_UnitedStates.Male_Total_Population.missing|Cannon_Tennessee_UnitedStates.Female_Total_Population.data|Cannon_Tennessee_UnitedStates.Female_Total_Population.missing|Cannon_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Cannon_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2651.0|0|7186.0|0|7276.0|0|3098.0|0
