|dates|Muskogee_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Muskogee_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Muskogee_Oklahoma_UnitedStates.Male_Total_Population.data|Muskogee_Oklahoma_UnitedStates.Male_Total_Population.missing|Muskogee_Oklahoma_UnitedStates.Female_Total_Population.data|Muskogee_Oklahoma_UnitedStates.Female_Total_Population.missing|Muskogee_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Muskogee_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|11433.0|0|33301.0|0|35061.0|0|16639.0|0
