|dates|Mercer_Illinois_UnitedStates.BLS_EmployedPopulation.data|Mercer_Illinois_UnitedStates.BLS_EmployedPopulation.missing|Mercer_Illinois_UnitedStates.BLS_UnemployedPopulation.data|Mercer_Illinois_UnitedStates.BLS_UnemployedPopulation.missing|Mercer_Illinois_UnitedStates.BLS_UnemploymentRate.data|Mercer_Illinois_UnitedStates.BLS_UnemploymentRate.missing|Mercer_Illinois_UnitedStates.BLS_LaborForcePopulation.data|Mercer_Illinois_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|7444.0|0|473.5|0|5.980423113356489|0|7917.5|0
0|2020-01-02|7444.0|0|473.5|0|5.980423113356489|0|7917.5|0
0|2020-01-03|7444.0|0|473.5|0|5.980423113356489|0|7917.5|0
0|2020-01-04|7444.0|0|473.5|0|5.980423113356489|0|7917.5|0
0|2020-01-05|7444.0|0|473.5|0|5.980423113356489|0|7917.5|0
0|2020-01-06|7444.0|0|473.5|0|5.980423113356489|0|7917.5|0
0|2020-01-07|7444.0|0|473.5|0|5.980423113356489|0|7917.5|0
0|2020-01-08|7444.0|0|473.5|0|5.980423113356489|0|7917.5|0
0|2020-01-09|7444.0|0|473.5|0|5.980423113356489|0|7917.5|0
0|2020-01-10|7444.0|0|473.5|0|5.980423113356489|0|7917.5|0
0|2020-01-11|7444.0|0|473.5|0|5.980423113356489|0|7917.5|0
0|2020-01-12|7444.0|0|473.5|0|5.980423113356489|0|7917.5|0
0|2020-01-13|7444.0|0|473.5|0|5.980423113356489|0|7917.5|0
0|2020-01-14|7444.0|0|473.5|0|5.980423113356489|0|7917.5|0
0|2020-01-15|7444.0|0|473.5|0|5.980423113356489|0|7917.5|0
0|2020-01-16|7444.0|0|473.5|0|5.980423113356489|0|7917.5|0
0|2020-01-17|7444.0|0|473.5|0|5.980423113356489|0|7917.5|0
0|2020-01-18|7444.0|0|473.5|0|5.980423113356489|0|7917.5|0
0|2020-01-19|7444.0|0|473.5|0|5.980423113356489|0|7917.5|0
0|2020-01-20|7444.0|0|473.5|0|5.980423113356489|0|7917.5|0
0|2020-01-21|7444.0|0|473.5|0|5.980423113356489|0|7917.5|0
0|2020-01-22|7444.0|0|473.5|0|5.980423113356489|0|7917.5|0
0|2020-01-23|7444.0|0|473.5|0|5.980423113356489|0|7917.5|0
0|2020-01-24|7444.0|0|473.5|0|5.980423113356489|0|7917.5|0
0|2020-01-25|7444.0|0|473.5|0|5.980423113356489|0|7917.5|0
0|2020-01-26|7444.0|0|473.5|0|5.980423113356489|0|7917.5|0
0|2020-01-27|7444.0|0|473.5|0|5.980423113356489|0|7917.5|0
0|2020-01-28|7444.0|0|473.5|0|5.980423113356489|0|7917.5|0
0|2020-01-29|7444.0|0|473.5|0|5.980423113356489|0|7917.5|0
0|2020-01-30|7444.0|0|473.5|0|5.980423113356489|0|7917.5|0
0|2020-01-31|7444.0|0|473.5|0|5.980423113356489|0|7917.5|0
0|2020-02-01|7386.0|0|433.5|0|5.543832725877613|0|7819.5|0
0|2020-02-02|7386.0|0|433.5|0|5.543832725877613|0|7819.5|0
0|2020-02-03|7386.0|0|433.5|0|5.543832725877613|0|7819.5|0
0|2020-02-04|7386.0|0|433.5|0|5.543832725877613|0|7819.5|0
0|2020-02-05|7386.0|0|433.5|0|5.543832725877613|0|7819.5|0
0|2020-02-06|7386.0|0|433.5|0|5.543832725877613|0|7819.5|0
0|2020-02-07|7386.0|0|433.5|0|5.543832725877613|0|7819.5|0
0|2020-02-08|7386.0|0|433.5|0|5.543832725877613|0|7819.5|0
0|2020-02-09|7386.0|0|433.5|0|5.543832725877613|0|7819.5|0
0|2020-02-10|7386.0|0|433.5|0|5.543832725877613|0|7819.5|0
0|2020-02-11|7386.0|0|433.5|0|5.543832725877613|0|7819.5|0
0|2020-02-12|7386.0|0|433.5|0|5.543832725877613|0|7819.5|0
0|2020-02-13|7386.0|0|433.5|0|5.543832725877613|0|7819.5|0
0|2020-02-14|7386.0|0|433.5|0|5.543832725877613|0|7819.5|0
0|2020-02-15|7386.0|0|433.5|0|5.543832725877613|0|7819.5|0
0|2020-02-16|7386.0|0|433.5|0|5.543832725877613|0|7819.5|0
0|2020-02-17|7386.0|0|433.5|0|5.543832725877613|0|7819.5|0
0|2020-02-18|7386.0|0|433.5|0|5.543832725877613|0|7819.5|0
0|2020-02-19|7386.0|0|433.5|0|5.543832725877613|0|7819.5|0
0|2020-02-20|7386.0|0|433.5|0|5.543832725877613|0|7819.5|0
0|2020-02-21|7386.0|0|433.5|0|5.543832725877613|0|7819.5|0
0|2020-02-22|7386.0|0|433.5|0|5.543832725877613|0|7819.5|0
0|2020-02-23|7386.0|0|433.5|0|5.543832725877613|0|7819.5|0
0|2020-02-24|7386.0|0|433.5|0|5.543832725877613|0|7819.5|0
0|2020-02-25|7386.0|0|433.5|0|5.543832725877613|0|7819.5|0
0|2020-02-26|7386.0|0|433.5|0|5.543832725877613|0|7819.5|0
0|2020-02-27|7386.0|0|433.5|0|5.543832725877613|0|7819.5|0
0|2020-02-28|7386.0|0|433.5|0|5.543832725877613|0|7819.5|0
0|2020-02-29|7386.0|0|433.5|0|5.543832725877613|0|7819.5|0
0|2020-03-01|7221.5|0|379.5|0|4.992764109985528|0|7601.0|0
0|2020-03-02|7221.5|0|379.5|0|4.992764109985528|0|7601.0|0
0|2020-03-03|7221.5|0|379.5|0|4.992764109985528|0|7601.0|0
0|2020-03-04|7221.5|0|379.5|0|4.992764109985528|0|7601.0|0
0|2020-03-05|7221.5|0|379.5|0|4.992764109985528|0|7601.0|0
0|2020-03-06|7221.5|0|379.5|0|4.992764109985528|0|7601.0|0
0|2020-03-07|7221.5|0|379.5|0|4.992764109985528|0|7601.0|0
0|2020-03-08|7221.5|0|379.5|0|4.992764109985528|0|7601.0|0
0|2020-03-09|7221.5|0|379.5|0|4.992764109985528|0|7601.0|0
0|2020-03-10|7221.5|0|379.5|0|4.992764109985528|0|7601.0|0
0|2020-03-11|7221.5|0|379.5|0|4.992764109985528|0|7601.0|0
0|2020-03-12|7221.5|0|379.5|0|4.992764109985528|0|7601.0|0
0|2020-03-13|7221.5|0|379.5|0|4.992764109985528|0|7601.0|0
0|2020-03-14|7221.5|0|379.5|0|4.992764109985528|0|7601.0|0
0|2020-03-15|7221.5|0|379.5|0|4.992764109985528|0|7601.0|0
0|2020-03-16|7221.5|0|379.5|0|4.992764109985528|0|7601.0|0
0|2020-03-17|7221.5|0|379.5|0|4.992764109985528|0|7601.0|0
0|2020-03-18|7221.5|0|379.5|0|4.992764109985528|0|7601.0|0
0|2020-03-19|7221.5|0|379.5|0|4.992764109985528|0|7601.0|0
0|2020-03-20|7221.5|0|379.5|0|4.992764109985528|0|7601.0|0
0|2020-03-21|7221.5|0|379.5|0|4.992764109985528|0|7601.0|0
0|2020-03-22|7221.5|0|379.5|0|4.992764109985528|0|7601.0|0
0|2020-03-23|7221.5|0|379.5|0|4.992764109985528|0|7601.0|0
0|2020-03-24|7221.5|0|379.5|0|4.992764109985528|0|7601.0|0
0|2020-03-25|7221.5|0|379.5|0|4.992764109985528|0|7601.0|0
0|2020-03-26|7221.5|0|379.5|0|4.992764109985528|0|7601.0|0
0|2020-03-27|7221.5|0|379.5|0|4.992764109985528|0|7601.0|0
0|2020-03-28|7221.5|0|379.5|0|4.992764109985528|0|7601.0|0
0|2020-03-29|7221.5|0|379.5|0|4.992764109985528|0|7601.0|0
