|dates|Wichita_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wichita_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wichita_Texas_UnitedStates.Male_Total_Population.data|Wichita_Texas_UnitedStates.Male_Total_Population.missing|Wichita_Texas_UnitedStates.Female_Total_Population.data|Wichita_Texas_UnitedStates.Female_Total_Population.missing|Wichita_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Wichita_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|19436.0|0|68337.0|0|63727.0|0|29664.0|0
