|dates|Missoula_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Missoula_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Missoula_Montana_UnitedStates.Male_Total_Population.data|Missoula_Montana_UnitedStates.Male_Total_Population.missing|Missoula_Montana_UnitedStates.Female_Total_Population.data|Missoula_Montana_UnitedStates.Female_Total_Population.missing|Missoula_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|Missoula_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|18506.0|0|59514.0|0|59277.0|0|22315.0|0
