|dates|Swain_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Swain_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Swain_NorthCarolina_UnitedStates.Male_Total_Population.data|Swain_NorthCarolina_UnitedStates.Male_Total_Population.missing|Swain_NorthCarolina_UnitedStates.Female_Total_Population.data|Swain_NorthCarolina_UnitedStates.Female_Total_Population.missing|Swain_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Swain_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2729.0|0|6864.0|0|7381.0|0|3148.0|0
