|dates|Benzie_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Benzie_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Benzie_Michigan_UnitedStates.Male_Total_Population.data|Benzie_Michigan_UnitedStates.Male_Total_Population.missing|Benzie_Michigan_UnitedStates.Female_Total_Population.data|Benzie_Michigan_UnitedStates.Female_Total_Population.missing|Benzie_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Benzie_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4639.0|0|8814.0|0|8939.0|0|3239.0|0
