|dates|Prowers_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Prowers_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Prowers_Colorado_UnitedStates.Male_Total_Population.data|Prowers_Colorado_UnitedStates.Male_Total_Population.missing|Prowers_Colorado_UnitedStates.Female_Total_Population.data|Prowers_Colorado_UnitedStates.Female_Total_Population.missing|Prowers_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Prowers_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2143.0|0|6113.0|0|6051.0|0|3138.0|0
