|dates|Jackson_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jackson_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jackson_Florida_UnitedStates.Male_Total_Population.data|Jackson_Florida_UnitedStates.Male_Total_Population.missing|Jackson_Florida_UnitedStates.Female_Total_Population.data|Jackson_Florida_UnitedStates.Female_Total_Population.missing|Jackson_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Jackson_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9424.0|0|26615.0|0|21690.0|0|8961.0|0
