|dates|Leon_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Leon_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Leon_Florida_UnitedStates.Male_Total_Population.data|Leon_Florida_UnitedStates.Male_Total_Population.missing|Leon_Florida_UnitedStates.Female_Total_Population.data|Leon_Florida_UnitedStates.Female_Total_Population.missing|Leon_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Leon_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|39155.0|0|138642.0|0|153860.0|0|54472.0|0
