|dates|Hardin_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hardin_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hardin_Kentucky_UnitedStates.Male_Total_Population.data|Hardin_Kentucky_UnitedStates.Male_Total_Population.missing|Hardin_Kentucky_UnitedStates.Female_Total_Population.data|Hardin_Kentucky_UnitedStates.Female_Total_Population.missing|Hardin_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Hardin_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|15397.0|0|54969.0|0|55387.0|0|27155.0|0
