|dates|Iron_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Iron_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Iron_Utah_UnitedStates.Male_Total_Population.data|Iron_Utah_UnitedStates.Male_Total_Population.missing|Iron_Utah_UnitedStates.Female_Total_Population.data|Iron_Utah_UnitedStates.Female_Total_Population.missing|Iron_Utah_UnitedStates.MaleAndFemale_Under18_Population.data|Iron_Utah_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6700.0|0|26363.0|0|26412.0|0|15317.0|0
