|dates|Lawrence_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lawrence_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lawrence_Indiana_UnitedStates.Male_Total_Population.data|Lawrence_Indiana_UnitedStates.Male_Total_Population.missing|Lawrence_Indiana_UnitedStates.Female_Total_Population.data|Lawrence_Indiana_UnitedStates.Female_Total_Population.missing|Lawrence_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Lawrence_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9142.0|0|22625.0|0|23043.0|0|9940.0|0
