|dates|Perkins_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Perkins_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Perkins_Nebraska_UnitedStates.Male_Total_Population.data|Perkins_Nebraska_UnitedStates.Male_Total_Population.missing|Perkins_Nebraska_UnitedStates.Female_Total_Population.data|Perkins_Nebraska_UnitedStates.Female_Total_Population.missing|Perkins_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Perkins_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|687.0|0|1492.0|0|1437.0|0|733.0|0
