|dates|York_Maine_UnitedStates.MaleAndFemale_AtLeast65_Population.data|York_Maine_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|York_Maine_UnitedStates.Male_Total_Population.data|York_Maine_UnitedStates.Male_Total_Population.missing|York_Maine_UnitedStates.Female_Total_Population.data|York_Maine_UnitedStates.Female_Total_Population.missing|York_Maine_UnitedStates.MaleAndFemale_Under18_Population.data|York_Maine_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|42233.0|0|100606.0|0|105623.0|0|38565.0|0
