|dates|Windsor_Vermont_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Windsor_Vermont_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Windsor_Vermont_UnitedStates.Male_Total_Population.data|Windsor_Vermont_UnitedStates.Male_Total_Population.missing|Windsor_Vermont_UnitedStates.Female_Total_Population.data|Windsor_Vermont_UnitedStates.Female_Total_Population.missing|Windsor_Vermont_UnitedStates.MaleAndFemale_Under18_Population.data|Windsor_Vermont_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12885.0|0|26944.0|0|28342.0|0|9984.0|0
