|dates|Polk_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Polk_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Polk_Iowa_UnitedStates.Male_Total_Population.data|Polk_Iowa_UnitedStates.Male_Total_Population.missing|Polk_Iowa_UnitedStates.Female_Total_Population.data|Polk_Iowa_UnitedStates.Female_Total_Population.missing|Polk_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Polk_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|63631.0|0|240245.0|0|246959.0|0|121315.0|0
