|dates|Washington_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Washington_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Washington_Colorado_UnitedStates.Male_Total_Population.data|Washington_Colorado_UnitedStates.Male_Total_Population.missing|Washington_Colorado_UnitedStates.Female_Total_Population.data|Washington_Colorado_UnitedStates.Female_Total_Population.missing|Washington_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Washington_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1016.0|0|2552.0|0|2357.0|0|1110.0|0
