|dates|Georgetown_SouthCarolina_UnitedStates.BLS_EmployedPopulation.data|Georgetown_SouthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Georgetown_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Georgetown_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Georgetown_SouthCarolina_UnitedStates.BLS_UnemploymentRate.data|Georgetown_SouthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Georgetown_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Georgetown_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|24358.0|0|1104.0|0|4.335873065745032|0|25462.0|0
0|2020-01-02|24358.0|0|1104.0|0|4.335873065745032|0|25462.0|0
0|2020-01-03|24358.0|0|1104.0|0|4.335873065745032|0|25462.0|0
0|2020-01-04|24358.0|0|1104.0|0|4.335873065745032|0|25462.0|0
0|2020-01-05|24358.0|0|1104.0|0|4.335873065745032|0|25462.0|0
0|2020-01-06|24358.0|0|1104.0|0|4.335873065745032|0|25462.0|0
0|2020-01-07|24358.0|0|1104.0|0|4.335873065745032|0|25462.0|0
0|2020-01-08|24358.0|0|1104.0|0|4.335873065745032|0|25462.0|0
0|2020-01-09|24358.0|0|1104.0|0|4.335873065745032|0|25462.0|0
0|2020-01-10|24358.0|0|1104.0|0|4.335873065745032|0|25462.0|0
0|2020-01-11|24358.0|0|1104.0|0|4.335873065745032|0|25462.0|0
0|2020-01-12|24358.0|0|1104.0|0|4.335873065745032|0|25462.0|0
0|2020-01-13|24358.0|0|1104.0|0|4.335873065745032|0|25462.0|0
0|2020-01-14|24358.0|0|1104.0|0|4.335873065745032|0|25462.0|0
0|2020-01-15|24358.0|0|1104.0|0|4.335873065745032|0|25462.0|0
0|2020-01-16|24358.0|0|1104.0|0|4.335873065745032|0|25462.0|0
0|2020-01-17|24358.0|0|1104.0|0|4.335873065745032|0|25462.0|0
0|2020-01-18|24358.0|0|1104.0|0|4.335873065745032|0|25462.0|0
0|2020-01-19|24358.0|0|1104.0|0|4.335873065745032|0|25462.0|0
0|2020-01-20|24358.0|0|1104.0|0|4.335873065745032|0|25462.0|0
0|2020-01-21|24358.0|0|1104.0|0|4.335873065745032|0|25462.0|0
0|2020-01-22|24358.0|0|1104.0|0|4.335873065745032|0|25462.0|0
0|2020-01-23|24358.0|0|1104.0|0|4.335873065745032|0|25462.0|0
0|2020-01-24|24358.0|0|1104.0|0|4.335873065745032|0|25462.0|0
0|2020-01-25|24358.0|0|1104.0|0|4.335873065745032|0|25462.0|0
0|2020-01-26|24358.0|0|1104.0|0|4.335873065745032|0|25462.0|0
0|2020-01-27|24358.0|0|1104.0|0|4.335873065745032|0|25462.0|0
0|2020-01-28|24358.0|0|1104.0|0|4.335873065745032|0|25462.0|0
0|2020-01-29|24358.0|0|1104.0|0|4.335873065745032|0|25462.0|0
0|2020-01-30|24358.0|0|1104.0|0|4.335873065745032|0|25462.0|0
0|2020-01-31|24358.0|0|1104.0|0|4.335873065745032|0|25462.0|0
0|2020-02-01|24616.0|0|1063.5|0|4.141435775618684|0|25679.5|0
0|2020-02-02|24616.0|0|1063.5|0|4.141435775618684|0|25679.5|0
0|2020-02-03|24616.0|0|1063.5|0|4.141435775618684|0|25679.5|0
0|2020-02-04|24616.0|0|1063.5|0|4.141435775618684|0|25679.5|0
0|2020-02-05|24616.0|0|1063.5|0|4.141435775618684|0|25679.5|0
0|2020-02-06|24616.0|0|1063.5|0|4.141435775618684|0|25679.5|0
0|2020-02-07|24616.0|0|1063.5|0|4.141435775618684|0|25679.5|0
