|dates|Jefferson_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jefferson_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jefferson_Georgia_UnitedStates.Male_Total_Population.data|Jefferson_Georgia_UnitedStates.Male_Total_Population.missing|Jefferson_Georgia_UnitedStates.Female_Total_Population.data|Jefferson_Georgia_UnitedStates.Female_Total_Population.missing|Jefferson_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Jefferson_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2819.0|0|7447.0|0|7983.0|0|3626.0|0
