State Code,County Code,Site Num,Parameter Code,POC,Latitude,Longitude,Datum,Parameter Name,Sample Duration,Pollutant Standard,Date Local,Units of Measure,Event Type,Observation Count,Observation Percent,Arithmetic Mean,1st Max Value,1st Max Hour,AQI,Method Code,Method Name,Local Site Name,Address,State Name,County Name,City Name,CBSA Name,Date of Last Change,fips,Mean ugm3
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-01,Parts per billion,None,24,100.0,4.6125,23.2,19,22,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20,01073,8.6715
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-02,Parts per billion,None,24,100.0,4.870833,9.8,9,8,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20,01073,9.15716604
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-03,Parts per billion,None,24,100.0,8.3875,29.7,19,27,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20,01073,15.768499999999998
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-04,Parts per billion,None,24,100.0,15.383333,27.9,8,25,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20,01073,28.92066604
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-05,Parts per billion,None,21,88.0,15.390476,31.5,17,29,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20,01073,28.934094879999996
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-06,Parts per billion,None,21,88.0,16.595238,34.9,18,32,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20,01073,31.199047439999994
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-07,Parts per billion,None,24,100.0,8.3625,11.8,8,10,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20,01073,15.7215
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-08,Parts per billion,None,21,88.0,3.852381,8.2,0,8,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20,01073,7.242476279999999
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-09,Parts per billion,None,24,100.0,2.9625,5.6,4,5,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20,01073,5.5695
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-10,Parts per billion,None,24,100.0,5.454167,16.0,19,15,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20,01073,10.25383396
